Word=Confidence Pos=NN StartS=t I
Word=million Pos=CD PPos=CD StartS=f I
Word=increase Pos=NN PPos=CD StartS=f I
Word=. Pos=. PPos=NN StartS=f O

Word=Most Pos=JJS StartS=t I
Word=of Pos=IN PPos=JJS StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=higher Pos=JJR PPos=DT StartS=f I
Word=costs Pos=NNS PPos=JJR StartS=f I
Word=were Pos=VBD PPos=NNS StartS=f O
Word=associated Pos=VBN PPos=VBD StartS=f O
Word=with Pos=IN PPos=VBN StartS=f O
Word=acquisitions Pos=NNS PPos=IN StartS=f I
Word=and Pos=CC PPos=NNS StartS=f O
Word=growth Pos=NN PPos=CC StartS=f I
Word=in Pos=IN PPos=NN StartS=f O
Word=nonregulated Pos=JJ PPos=IN StartS=f I
Word=business Pos=NN PPos=JJ StartS=f I
Word=units Pos=NNS PPos=NN StartS=f I
Word=, Pos=, PPos=NNS StartS=f O
Word=it Pos=PRP PPos=, StartS=f I
Word=added Pos=VBD PPos=PRP StartS=f O
Word=. Pos=. PPos=VBD StartS=f O

Word=`` Pos=`` StartS=t O
Word=Our Pos=PRP$ PPos=`` StartS=f I
Word=net Pos=JJ PPos=PRP$ StartS=f I
Word=income Pos=NN PPos=JJ StartS=f I
Word=is Pos=VBZ PPos=NN StartS=f O
Word=n't Pos=RB PPos=VBZ StartS=f O
Word=where Pos=WRB PPos=RB StartS=f O
Word=we Pos=PRP PPos=WRB StartS=f I
Word=would Pos=MD PPos=PRP StartS=f O
Word=want Pos=VB PPos=MD StartS=f O
Word=it Pos=PRP PPos=VB StartS=f I
Word=to Pos=TO PPos=PRP StartS=f O
Word=be Pos=VB PPos=TO StartS=f O
Word=at Pos=IN PPos=VB StartS=f O
Word=this Pos=DT PPos=IN StartS=f I
Word=point Pos=NN PPos=DT StartS=f I
Word=, Pos=, PPos=NN StartS=f O
Word='' Pos='' PPos=, StartS=f O
Word=said Pos=VBD PPos='' StartS=f O
Word=William Pos=NNP PPos=VBD StartS=f I
Word=C. Pos=NNP PPos=NNP StartS=f I
Word=Ferguson Pos=NNP PPos=NNP StartS=f I
Word=, Pos=, PPos=NNP StartS=f O
Word=chairman Pos=NN PPos=, StartS=f I
Word=and Pos=CC PPos=NN StartS=f O
Word=chief Pos=JJ PPos=CC StartS=f I
Word=executive Pos=JJ PPos=JJ StartS=f I
Word=officer Pos=NN PPos=JJ StartS=f I
Word=. Pos=. PPos=NN StartS=f O

Word=`` Pos=`` StartS=t O
Word=This Pos=DT PPos=`` StartS=f I
Word=deviation Pos=NN PPos=DT StartS=f I
Word=from Pos=IN PPos=NN StartS=f O
Word=our Pos=PRP$ PPos=IN StartS=f I
Word=past Pos=JJ PPos=PRP$ StartS=f I
Word=growth Pos=NN PPos=JJ StartS=f I
Word=patterns Pos=NNS PPos=NN StartS=f I
Word=is Pos=VBZ PPos=NNS StartS=f O
Word=caused Pos=VBN PPos=VBZ StartS=f O
Word=largely Pos=RB PPos=VBN StartS=f O
Word=by Pos=IN PPos=RB StartS=f O
Word=lower Pos=JJR PPos=IN StartS=f I
Word=earnings Pos=NNS PPos=JJR StartS=f I
Word=at Pos=IN PPos=NNS StartS=f O
Word=New Pos=NNP PPos=IN StartS=f I
Word=York Pos=NNP PPos=NNP StartS=f I
Word=Telephone Pos=NNP PPos=NNP StartS=f I
Word=. Pos=. PPos=NNP StartS=f O
Word='' Pos='' PPos=. StartS=f O

Word=Mr. Pos=NNP StartS=t I
Word=Ferguson Pos=NNP PPos=NNP StartS=f I
Word=said Pos=VBD PPos=NNP StartS=f O
Word=a Pos=DT PPos=VBD StartS=f I
Word=continued Pos=VBN PPos=DT StartS=f I
Word=softness Pos=NN PPos=VBN StartS=f I
Word=in Pos=IN PPos=NN StartS=f O
Word=New Pos=NNP PPos=IN StartS=f I
Word=York Pos=NNP PPos=NNP StartS=f I
Word=City Pos=NNP PPos=NNP StartS=f I
Word=area Pos=NN PPos=NNP StartS=f I
Word='s Pos=POS PPos=NN StartS=f B
Word=economy Pos=NN PPos=POS StartS=f I
Word=and Pos=CC PPos=NN StartS=f O
Word=increased Pos=VBN PPos=CC StartS=f I
Word=competition Pos=NN PPos=VBN StartS=f I
Word=, Pos=, PPos=NN StartS=f O
Word=particularly Pos=RB PPos=, StartS=f O
Word=in Pos=IN PPos=RB StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=private-line Pos=JJ PPos=DT StartS=f I
Word=market Pos=NN PPos=JJ StartS=f I
Word=, Pos=, PPos=NN StartS=f O
Word=took Pos=VBD PPos=, StartS=f O
Word=a Pos=DT PPos=VBD StartS=f I
Word=heavy Pos=JJ PPos=DT StartS=f I
Word=toll Pos=NN PPos=JJ StartS=f I
Word=on Pos=IN PPos=NN StartS=f O
Word=earnings Pos=NNS PPos=IN StartS=f I
Word=. Pos=. PPos=NNS StartS=f O

Word=The Pos=DT StartS=t I
Word=three-month-old Pos=JJ PPos=DT StartS=f I
Word=strike Pos=NN PPos=JJ StartS=f I
Word=at Pos=IN PPos=NN StartS=f O
Word=Nynex Pos=NNP PPos=IN StartS=f I
Word=seriously Pos=RB PPos=NNP StartS=f O
Word=hurt Pos=VBD PPos=RB StartS=f O
Word=the Pos=DT PPos=VBD StartS=f I
Word=installation Pos=NN PPos=DT StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=new Pos=JJ PPos=IN StartS=f I
Word=telephone Pos=NN PPos=JJ StartS=f I
Word=lines Pos=NNS PPos=NN StartS=f I
Word=in Pos=IN PPos=NNS StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=quarter Pos=NN PPos=DT StartS=f I
Word=. Pos=. PPos=NN StartS=f O

Word=Nynex Pos=NNP StartS=t I
Word=said Pos=VBD PPos=NNP StartS=f O
Word=access Pos=NN PPos=VBD StartS=f I
Word=lines Pos=NNS PPos=NN StartS=f I
Word=in Pos=IN PPos=NNS StartS=f O
Word=service Pos=NN PPos=IN StartS=f I
Word=at Pos=IN PPos=NN StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=end Pos=NN PPos=DT StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=quarter Pos=NN PPos=DT StartS=f I
Word=were Pos=VBD PPos=NN StartS=f O
Word=off Pos=IN PPos=VBD StartS=f O
Word=18,000 Pos=CD PPos=IN StartS=f I
Word=from Pos=IN PPos=CD StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=previous Pos=JJ PPos=DT StartS=f I
Word=quarter Pos=NN PPos=JJ StartS=f I
Word=, Pos=, PPos=NN StartS=f O
Word=which Pos=WDT PPos=, StartS=f I
Word=reported Pos=VBD PPos=WDT StartS=f O
Word=an Pos=DT PPos=VBD StartS=f I
Word=increase Pos=NN PPos=DT StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=160,000 Pos=CD PPos=IN StartS=f I
Word=new Pos=JJ PPos=CD StartS=f I
Word=access Pos=NN PPos=JJ StartS=f I
Word=lines Pos=NNS PPos=NN StartS=f I
Word=. Pos=. PPos=NNS StartS=f O

Word=Revenue Pos=NN StartS=t I
Word=rose Pos=VBD PPos=NN StartS=f O
Word=to Pos=TO PPos=VBD StartS=f O
Word=$ Pos=$ PPos=TO StartS=f I
Word=3.31 Pos=CD PPos=$ StartS=f I
Word=billion Pos=CD PPos=CD StartS=f I
Word=from Pos=IN PPos=CD StartS=f O
Word=$ Pos=$ PPos=IN StartS=f I
Word=3.18 Pos=CD PPos=$ StartS=f I
Word=billion Pos=CD PPos=CD StartS=f I
Word=, Pos=, PPos=CD StartS=f O
Word=mostly Pos=RB PPos=, StartS=f O
Word=from Pos=IN PPos=RB StartS=f O
Word=acquisition Pos=NN PPos=IN StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=AGS Pos=NNP PPos=IN StartS=f I
Word=Computers Pos=NNPS PPos=NNP StartS=f I
Word=and Pos=CC PPos=NNPS StartS=f O
Word=robust Pos=JJ PPos=CC StartS=f I
Word=non-regulated Pos=JJ PPos=JJ StartS=f I
Word=businesses Pos=NNS PPos=JJ StartS=f I
Word=. Pos=. PPos=NNS StartS=f O

Word=In Pos=IN StartS=t O
Word=Big Pos=NNP PPos=IN StartS=f I
Word=Board Pos=NNP PPos=NNP StartS=f I
Word=composite Pos=JJ PPos=NNP StartS=f I
Word=trading Pos=NN PPos=JJ StartS=f I
Word=yesterday Pos=NN PPos=NN StartS=f B
Word=, Pos=, PPos=NN StartS=f O
Word=Nynex Pos=NNP PPos=, StartS=f I
Word=common Pos=NN PPos=NNP StartS=f I
Word=closed Pos=VBD PPos=NN StartS=f O
Word=at Pos=IN PPos=VBD StartS=f O
Word=$ Pos=$ PPos=IN StartS=f I
Word=81.125 Pos=CD PPos=$ StartS=f I
Word=, Pos=, PPos=CD StartS=f O
Word=up Pos=IN PPos=, StartS=f O
Word=$ Pos=$ PPos=IN StartS=f I
Word=1.625 Pos=CD PPos=$ StartS=f I
Word=. Pos=. PPos=CD StartS=f O

Word=Southern Pos=NNP StartS=t I
Word=New Pos=NNP PPos=NNP StartS=f I
Word=England Pos=NNP PPos=NNP StartS=f I
Word=Telecommunications Pos=NNPS PPos=NNP StartS=f I
Word=, Pos=, PPos=NNPS StartS=f O
Word=which Pos=WDT PPos=, StartS=f I
Word=bolstered Pos=VBD PPos=WDT StartS=f O
Word=its Pos=PRP$ PPos=VBD StartS=f I
Word=marketing Pos=NN PPos=PRP$ StartS=f I
Word=efforts Pos=NNS PPos=NN StartS=f I
Word=for Pos=IN PPos=NNS StartS=f O
Word=telephone Pos=NN PPos=IN StartS=f I
Word=and Pos=CC PPos=NN StartS=f I
Word=non-telephone Pos=JJ PPos=CC StartS=f I
Word=subsidiaries Pos=NNS PPos=JJ StartS=f I
Word=, Pos=, PPos=NNS StartS=f O
Word=reported Pos=VBD PPos=, StartS=f O
Word=that Pos=IN PPos=VBD StartS=f O
Word=net Pos=JJ PPos=IN StartS=f I
Word=increased Pos=VBN PPos=JJ StartS=f O
Word=8.1 Pos=CD PPos=VBN StartS=f I
Word=% Pos=NN PPos=CD StartS=f I
Word=. Pos=. PPos=NN StartS=f O

Word=Walter Pos=NNP StartS=t I
Word=H. Pos=NNP PPos=NNP StartS=f I
Word=Monteith Pos=NNP PPos=NNP StartS=f I
Word=Jr. Pos=NNP PPos=NNP StartS=f I
Word=, Pos=, PPos=NNP StartS=f O
Word=SNET Pos=NNP PPos=, StartS=f I
Word=chairman Pos=NN PPos=NNP StartS=f I
Word=and Pos=CC PPos=NN StartS=f I
Word=chief Pos=JJ PPos=CC StartS=f I
Word=executive Pos=JJ PPos=JJ StartS=f I
Word=officer Pos=NN PPos=JJ StartS=f I
Word=, Pos=, PPos=NN StartS=f O
Word=said Pos=VBD PPos=, StartS=f O
Word=: Pos=: PPos=VBD StartS=f O
Word=`` Pos=`` PPos=: StartS=f O
Word=Innovative Pos=JJ PPos=`` StartS=f I
Word=marketing Pos=NN PPos=JJ StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=our Pos=PRP$ PPos=IN StartS=f I
Word=products Pos=NNS PPos=PRP$ StartS=f I
Word=and Pos=CC PPos=NNS StartS=f I
Word=services Pos=NNS PPos=CC StartS=f I
Word=contributed Pos=VBD PPos=NNS StartS=f O
Word=to Pos=TO PPos=VBD StartS=f O
Word=increase Pos=VB PPos=TO StartS=f O
Word=revenue Pos=NN PPos=VB StartS=f I
Word=. Pos=. PPos=NN StartS=f O
Word='' Pos='' PPos=. StartS=f O

Word=Revenue Pos=NN StartS=t I
Word=and Pos=CC PPos=NN StartS=f I
Word=sales Pos=NNS PPos=CC StartS=f I
Word=increased Pos=VBN PPos=NNS StartS=f O
Word=7.5 Pos=CD PPos=VBN StartS=f I
Word=% Pos=NN PPos=CD StartS=f I
Word=to Pos=TO PPos=NN StartS=f O
Word=$ Pos=$ PPos=TO StartS=f I
Word=423.9 Pos=CD PPos=$ StartS=f I
Word=million Pos=CD PPos=CD StartS=f I
Word=from Pos=IN PPos=CD StartS=f O
Word=$ Pos=$ PPos=IN StartS=f I
Word=394.4 Pos=CD PPos=$ StartS=f I
Word=million Pos=CD PPos=CD StartS=f I
Word=a Pos=DT PPos=CD StartS=f B
Word=year Pos=NN PPos=DT StartS=f I
Word=earlier Pos=RBR PPos=NN StartS=f O
Word=. Pos=. PPos=RBR StartS=f O

Word=Yellow Pos=JJ StartS=t I
Word=pages Pos=NNS PPos=JJ StartS=f I
Word=advertising Pos=NN PPos=NNS StartS=f I
Word=sales Pos=NNS PPos=NN StartS=f I
Word=rose Pos=VBD PPos=NNS StartS=f O
Word=11.8 Pos=CD PPos=VBD StartS=f I
Word=% Pos=NN PPos=CD StartS=f I
Word=to Pos=TO PPos=NN StartS=f O
Word=$ Pos=$ PPos=TO StartS=f I
Word=41.2 Pos=CD PPos=$ StartS=f I
Word=million Pos=CD PPos=CD StartS=f I
Word=. Pos=. PPos=CD StartS=f O

Word=Cost Pos=NN StartS=t I
Word=and Pos=CC PPos=NN StartS=f I
Word=expenses Pos=NNS PPos=CC StartS=f I
Word=for Pos=IN PPos=NNS StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=quarter Pos=NN PPos=DT StartS=f I
Word=, Pos=, PPos=NN StartS=f O
Word=excluding Pos=VBG PPos=, StartS=f O
Word=interest Pos=NN PPos=VBG StartS=f I
Word=, Pos=, PPos=NN StartS=f O
Word=increased Pos=VBN PPos=, StartS=f O
Word=6.1 Pos=CD PPos=VBN StartS=f I
Word=% Pos=NN PPos=CD StartS=f I
Word=to Pos=TO PPos=NN StartS=f O
Word=$ Pos=$ PPos=TO StartS=f I
Word=333.3 Pos=CD PPos=$ StartS=f I
Word=million Pos=CD PPos=CD StartS=f I
Word=from Pos=IN PPos=CD StartS=f O
Word=$ Pos=$ PPos=IN StartS=f I
Word=314 Pos=CD PPos=$ StartS=f I
Word=million Pos=CD PPos=CD StartS=f I
Word=the Pos=DT PPos=CD StartS=f B
Word=year Pos=NN PPos=DT StartS=f I
Word=before Pos=RB PPos=NN StartS=f O
Word=. Pos=. PPos=RB StartS=f O

Word=SNET Pos=NNP StartS=t I
Word=common Pos=NN PPos=NNP StartS=f I
Word=rose Pos=VBD PPos=NN StartS=f O
Word=$ Pos=$ PPos=VBD StartS=f I
Word=1.25 Pos=CD PPos=$ StartS=f I
Word=to Pos=TO PPos=CD StartS=f O
Word=$ Pos=$ PPos=TO StartS=f I
Word=85.50 Pos=CD PPos=$ StartS=f I
Word=a Pos=DT PPos=CD StartS=f B
Word=share Pos=NN PPos=DT StartS=f I
Word=yesterday Pos=NN PPos=NN StartS=f B
Word=in Pos=IN PPos=NN StartS=f O
Word=composite Pos=JJ PPos=IN StartS=f I
Word=trading Pos=NN PPos=JJ StartS=f I
Word=on Pos=IN PPos=NN StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=Big Pos=NNP PPos=DT StartS=f I
Word=Board Pos=NNP PPos=NNP StartS=f I
Word=. Pos=. PPos=NNP StartS=f O

Word=San Pos=NNP StartS=t I
Word=Francisco-based Pos=JJ PPos=NNP StartS=f I
Word=Pacific Pos=NNP PPos=JJ StartS=f I
Word=Telesis Pos=NNP PPos=NNP StartS=f I
Word=said Pos=VBD PPos=NNP StartS=f O
Word=net Pos=NN PPos=VBD StartS=f I
Word=declined Pos=VBD PPos=NN StartS=f O
Word=12.6 Pos=CD PPos=VBD StartS=f I
Word=% Pos=NN PPos=CD StartS=f I
Word=, Pos=, PPos=NN StartS=f O
Word=primarily Pos=RB PPos=, StartS=f O
Word=because Pos=IN PPos=RB StartS=f O
Word=of Pos=IN PPos=IN StartS=f O
Word=regulatory Pos=JJ PPos=IN StartS=f I
Word=action Pos=NN PPos=JJ StartS=f I
Word=. Pos=. PPos=NN StartS=f O

Word=Revenue Pos=NN StartS=t I
Word=was Pos=VBD PPos=NN StartS=f O
Word=about Pos=IN PPos=VBD StartS=f O
Word=flat Pos=JJ PPos=IN StartS=f O
Word=at Pos=IN PPos=JJ StartS=f O
Word=$ Pos=$ PPos=IN StartS=f I
Word=2.4 Pos=CD PPos=$ StartS=f I
Word=billion Pos=CD PPos=CD StartS=f I
Word=. Pos=. PPos=CD StartS=f O

Word=Revenue Pos=NN StartS=t I
Word=was Pos=VBD PPos=NN StartS=f O
Word=reduced Pos=VBN PPos=VBD StartS=f O
Word=$ Pos=$ PPos=VBN StartS=f I
Word=33 Pos=CD PPos=$ StartS=f I
Word=million Pos=CD PPos=CD StartS=f I
Word=by Pos=IN PPos=CD StartS=f O
Word=three Pos=CD PPos=IN StartS=f I
Word=extraordinary Pos=JJ PPos=CD StartS=f I
Word=items Pos=NNS PPos=JJ StartS=f I
Word=: Pos=: PPos=NNS StartS=f O
Word=a Pos=DT PPos=: StartS=f I
Word=California Pos=NNP PPos=DT StartS=f I
Word=Public Pos=NNP PPos=NNP StartS=f I
Word=Utilities Pos=NNP PPos=NNP StartS=f I
Word=Commission Pos=NNP PPos=NNP StartS=f I
Word=refund Pos=NN PPos=NNP StartS=f I
Word=for Pos=IN PPos=NN StartS=f O
Word=an Pos=DT PPos=IN StartS=f I
Word=American Pos=NNP PPos=DT StartS=f I
Word=Telephone Pos=NNP PPos=NNP StartS=f I
Word=& Pos=CC PPos=NNP StartS=f I
Word=Telegraph Pos=NNP PPos=CC StartS=f I
Word=Co. Pos=NNP PPos=NNP StartS=f I
Word=billing Pos=NN PPos=NNP StartS=f I
Word=adjustment Pos=NN PPos=NN StartS=f I
Word=; Pos=: PPos=NN StartS=f O
Word=a Pos=DT PPos=: StartS=f I
Word=provision Pos=NN PPos=DT StartS=f I
Word=for Pos=IN PPos=NN StartS=f O
Word=productivity Pos=NN PPos=IN StartS=f I
Word=sharing Pos=VBG PPos=NN StartS=f I
Word=to Pos=TO PPos=VBG StartS=f O
Word=be Pos=VB PPos=TO StartS=f O
Word=paid Pos=VBN PPos=VB StartS=f O
Word=to Pos=TO PPos=VBN StartS=f O
Word=customers Pos=NNS PPos=TO StartS=f I
Word=in Pos=IN PPos=NNS StartS=f O
Word=1990 Pos=CD PPos=IN StartS=f I
Word=and Pos=CC PPos=CD StartS=f O
Word=a Pos=DT PPos=CC StartS=f I
Word=one-time Pos=JJ PPos=DT StartS=f I
Word=accrual Pos=NN PPos=JJ StartS=f I
Word=for Pos=IN PPos=NN StartS=f O
Word=a Pos=DT PPos=IN StartS=f I
Word=toll Pos=NN PPos=DT StartS=f I
Word=settlement Pos=NN PPos=NN StartS=f I
Word=with Pos=IN PPos=NN StartS=f O
Word=long-distance Pos=JJ PPos=IN StartS=f I
Word=telephone Pos=NN PPos=JJ StartS=f I
Word=companies Pos=NNS PPos=NN StartS=f I
Word=. Pos=. PPos=NNS StartS=f O

Word=Excluding Pos=VBG StartS=t O
Word=the Pos=DT PPos=VBG StartS=f I
Word=one-time Pos=JJ PPos=DT StartS=f I
Word=charges Pos=NNS PPos=JJ StartS=f I
Word=, Pos=, PPos=NNS StartS=f O
Word=the Pos=DT PPos=, StartS=f I
Word=company Pos=NN PPos=DT StartS=f I
Word=would Pos=MD PPos=NN StartS=f O
Word=have Pos=VB PPos=MD StartS=f O
Word=posted Pos=VBN PPos=VB StartS=f O
Word=earnings Pos=NNS PPos=VBN StartS=f I
Word=of Pos=IN PPos=NNS StartS=f O
Word=$ Pos=$ PPos=IN StartS=f I
Word=298 Pos=CD PPos=$ StartS=f I
Word=million Pos=CD PPos=CD StartS=f I
Word=, Pos=, PPos=CD StartS=f O
Word=or Pos=CC PPos=, StartS=f O
Word=73 Pos=CD PPos=CC StartS=f I
Word=cents Pos=NNS PPos=CD StartS=f I
Word=a Pos=DT PPos=NNS StartS=f B
Word=share Pos=NN PPos=DT StartS=f I
Word=. Pos=. PPos=NN StartS=f O

Word=The Pos=DT StartS=t I
Word=company Pos=NN PPos=DT StartS=f I
Word=also Pos=RB PPos=NN StartS=f O
Word=was Pos=VBD PPos=RB StartS=f O
Word=hurt Pos=VBN PPos=VBD StartS=f O
Word=by Pos=IN PPos=VBN StartS=f O
Word=a Pos=DT PPos=IN StartS=f I
Word=$ Pos=$ PPos=DT StartS=f I
Word=289 Pos=CD PPos=$ StartS=f I
Word=million Pos=CD PPos=CD StartS=f I
Word=rate Pos=NN PPos=CD StartS=f I
Word=reduction Pos=NN PPos=NN StartS=f I
Word=that Pos=WDT PPos=NN StartS=f B
Word=went Pos=VBD PPos=WDT StartS=f O
Word=into Pos=IN PPos=VBD StartS=f O
Word=effect Pos=NN PPos=IN StartS=f I
Word=in Pos=IN PPos=NN StartS=f O
Word=1989 Pos=CD PPos=IN StartS=f I
Word=. Pos=. PPos=CD StartS=f O

Word=`` Pos=`` StartS=t O
Word=This Pos=DT PPos=`` StartS=f I
Word=is Pos=VBZ PPos=DT StartS=f O
Word=a Pos=DT PPos=VBZ StartS=f I
Word=good Pos=JJ PPos=DT StartS=f I
Word=quarter Pos=NN PPos=JJ StartS=f I
Word=for Pos=IN PPos=NN StartS=f O
Word=us Pos=PRP PPos=IN StartS=f I
Word=in Pos=IN PPos=PRP StartS=f O
Word=terms Pos=NNS PPos=IN StartS=f I
Word=of Pos=IN PPos=NNS StartS=f O
Word=our Pos=PRP$ PPos=IN StartS=f I
Word=business Pos=NN PPos=PRP$ StartS=f I
Word=fundamentals Pos=NNS PPos=NN StartS=f I
Word=, Pos=, PPos=NNS StartS=f O
Word='' Pos='' PPos=, StartS=f O
Word=said Pos=VBD PPos='' StartS=f O
Word=Sam Pos=NNP PPos=VBD StartS=f I
Word=Ginn Pos=NNP PPos=NNP StartS=f I
Word=, Pos=, PPos=NNP StartS=f O
Word=chairman Pos=NN PPos=, StartS=f I
Word=and Pos=CC PPos=NN StartS=f O
Word=chief Pos=JJ PPos=CC StartS=f I
Word=executive Pos=JJ PPos=JJ StartS=f I
Word=officer Pos=NN PPos=JJ StartS=f I
Word=. Pos=. PPos=NN StartS=f O

Word=Pacific Pos=NNP StartS=t I
Word=Telesis Pos=NNP PPos=NNP StartS=f I
Word=said Pos=VBD PPos=NNP StartS=f O
Word=new Pos=JJ PPos=VBD StartS=f I
Word=telephone Pos=NN PPos=JJ StartS=f I
Word=lines Pos=NNS PPos=NN StartS=f I
Word=increased Pos=VBN PPos=NNS StartS=f O
Word=4.5 Pos=CD PPos=VBN StartS=f I
Word=% Pos=NN PPos=CD StartS=f I
Word=for Pos=IN PPos=NN StartS=f O
Word=a Pos=DT PPos=IN StartS=f I
Word=total Pos=NN PPos=DT StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=about Pos=RB PPos=IN StartS=f I
Word=$ Pos=$ PPos=RB StartS=f I
Word=13.5 Pos=CD PPos=$ StartS=f I
Word=million Pos=CD PPos=CD StartS=f I
Word=for Pos=IN PPos=CD StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=quarter Pos=NN PPos=DT StartS=f I
Word=; Pos=: PPos=NN StartS=f O
Word=toll Pos=NN PPos=: StartS=f I
Word=calls Pos=VBZ PPos=NN StartS=f I
Word=increased Pos=VBN PPos=VBZ StartS=f O
Word=9.6 Pos=CD PPos=VBN StartS=f I
Word=% Pos=NN PPos=CD StartS=f I
Word=to Pos=TO PPos=NN StartS=f O
Word=807 Pos=CD PPos=TO StartS=f I
Word=million Pos=CD PPos=CD StartS=f I
Word=and Pos=CC PPos=CD StartS=f O
Word=minutes Pos=NNS PPos=CC StartS=f I
Word=of Pos=IN PPos=NNS StartS=f O
Word=telephone Pos=NN PPos=IN StartS=f I
Word=usage Pos=NN PPos=NN StartS=f I
Word=increased Pos=VBN PPos=NN StartS=f O
Word=to Pos=TO PPos=VBN StartS=f O
Word=9.9 Pos=CD PPos=TO StartS=f I
Word=billion Pos=CD PPos=CD StartS=f I
Word=. Pos=. PPos=CD StartS=f O

Word=In Pos=IN StartS=t O
Word=Big Pos=NNP PPos=IN StartS=f I
Word=Board Pos=NNP PPos=NNP StartS=f I
Word=composite Pos=JJ PPos=NNP StartS=f I
Word=trading Pos=NN PPos=JJ StartS=f I
Word=yesterday Pos=NN PPos=NN StartS=f B
Word=, Pos=, PPos=NN StartS=f O
Word=Pacific Pos=NNP PPos=, StartS=f I
Word=Telesis Pos=NNP PPos=NNP StartS=f I
Word=common Pos=NN PPos=NNP StartS=f I
Word=closed Pos=VBD PPos=NN StartS=f O
Word=at Pos=IN PPos=VBD StartS=f O
Word=$ Pos=$ PPos=IN StartS=f I
Word=45.50 Pos=CD PPos=$ StartS=f I
Word=, Pos=, PPos=CD StartS=f O
Word=up Pos=IN PPos=, StartS=f O
Word=87.5 Pos=CD PPos=IN StartS=f I
Word=cents Pos=NNS PPos=CD StartS=f I
Word=. Pos=. PPos=NNS StartS=f O

Word=a Pos=DT StartS=t O
Word=- Pos=: PPos=DT StartS=f O
Word=Includes Pos=VBZ PPos=: StartS=f O
Word=a Pos=DT PPos=VBZ StartS=f I
Word=one-time Pos=JJ PPos=DT StartS=f I
Word=gain Pos=NN PPos=JJ StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=$ Pos=$ PPos=IN StartS=f I
Word=88.7 Pos=CD PPos=$ StartS=f I
Word=million Pos=CD PPos=CD StartS=f I
Word=from Pos=IN PPos=CD StartS=f O
Word=a Pos=DT PPos=IN StartS=f I
Word=commonstock Pos=NN PPos=DT StartS=f I
Word=sale Pos=NN PPos=NN StartS=f I
Word=by Pos=IN PPos=NN StartS=f O
Word=U Pos=NNP PPos=IN StartS=f I
Word=S Pos=NNP PPos=NNP StartS=f I
Word=West Pos=NNP PPos=NNP StartS=f I
Word='s Pos=POS PPos=NNP StartS=f B
Word=U Pos=NNP PPos=POS StartS=f I
Word=S Pos=NNP PPos=NNP StartS=f I
Word=West Pos=NNP PPos=NNP StartS=f I
Word=New Pos=NNP PPos=NNP StartS=f I
Word=Vector Pos=NNP PPos=NNP StartS=f I
Word=Group Pos=NNP PPos=NNP StartS=f I
Word=. Pos=. PPos=NNP StartS=f O

Word=b Pos=NN StartS=t O
Word=- Pos=: PPos=NN StartS=f O
Word=Includes Pos=VBZ PPos=: StartS=f O
Word=a Pos=DT PPos=VBZ StartS=f I
Word=$ Pos=$ PPos=DT StartS=f I
Word=41.3 Pos=CD PPos=$ StartS=f I
Word=million Pos=CD PPos=CD StartS=f I
Word=gain Pos=NN PPos=CD StartS=f I
Word=on Pos=IN PPos=NN StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=sale Pos=NN PPos=DT StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=FiberCom Pos=NNP PPos=IN StartS=f I
Word=. Pos=. PPos=NNP StartS=f O

Word=Amoco Pos=NNP StartS=t I
Word=Corp. Pos=NNP PPos=NNP StartS=f I
Word=said Pos=VBD PPos=NNP StartS=f O
Word=third-quarter Pos=JJ PPos=VBD StartS=f I
Word=net Pos=JJ PPos=JJ StartS=f I
Word=income Pos=NN PPos=JJ StartS=f I
Word=plunged Pos=VBD PPos=NN StartS=f O
Word=39 Pos=CD PPos=VBD StartS=f I
Word=% Pos=NN PPos=CD StartS=f I
Word=to Pos=TO PPos=NN StartS=f O
Word=$ Pos=$ PPos=TO StartS=f I
Word=336 Pos=CD PPos=$ StartS=f I
Word=million Pos=CD PPos=CD StartS=f I
Word=, Pos=, PPos=CD StartS=f O
Word=or Pos=CC PPos=, StartS=f O
Word=65 Pos=CD PPos=CC StartS=f I
Word=cents Pos=NNS PPos=CD StartS=f I
Word=a Pos=DT PPos=NNS StartS=f B
Word=share Pos=NN PPos=DT StartS=f I
Word=, Pos=, PPos=NN StartS=f O
Word=as Pos=IN PPos=, StartS=f O
